line_no,word,pos_list,n_senses,declared_cefr,source_oxford_badge,badge_match,src_cambridge_flag,src_oxford_flag,card_status,card_reason,tags
2322,recognition,noun,2,B2,B2,yes,Oxford,Oxford,mismatch,1/2 senses failed: sense-text-not-in-source,Audio::Cambridge CEFR::B2 CEFR::oxford idioms OPAL_W Oxford_5000 Source::Oxford
2341,ridiculous,adjective,2,B2,B2,yes,Oxford,Oxford,mismatch,1/2 senses failed: sense-text-not-in-source,Audio::Cambridge CEFR::B2 CEFR::oxford idioms Oxford_5000 Source::Oxford
2344,rob,verb,3,B2,B2,yes,Oxford,Oxford,mismatch,2/3 senses failed: sense-text-not-in-source,Audio::Cambridge CEFR::B2 CEFR::oxford idioms Oxford_5000 Source::Oxford
2380,spill,verb,3,B2,B2,yes,Oxford,Oxford,mismatch,1/3 senses failed: sense-text-not-in-source,Audio::Cambridge CEFR::B2 CEFR::oxford idioms Oxford_5000 Source::Oxford
2381,spite,noun,3,B2,B2,yes,Oxford,Oxford,mismatch,2/3 senses failed: sense-text-not-in-source,Audio::Cambridge CEFR::B2 CEFR::oxford idioms Oxford_5000 Source::Oxford
2386,sporting,adjective,3,B2,B2,yes,Oxford,Oxford,mismatch,1/3 senses failed: sense-text-not-in-source,Audio::Cambridge CEFR::B2 CEFR::oxford idioms Oxford_5000 Source::Oxford
2387,starve,verb,3,B2,B2,yes,Oxford,Oxford,mismatch,1/3 senses failed: sense-text-not-in-source,Audio::Cambridge CEFR::B2 CEFR::oxford idioms Oxford_5000 Source::Oxford
2390,strictly,adverb,3,B2,B2,yes,Oxford,Oxford,mismatch,1/3 senses failed: sense-text-not-in-source,Audio::Cambridge CEFR::B2 CEFR::oxford idioms Oxford_5000 Source::Oxford
2391,strip (long narrow piece),noun,3,C1,,no,Oxford,Oxford,mismatch,3/3 senses failed: word-not-in-source,Audio::Cambridge CEFR::C1 CEFR::oxford idioms Oxford_5000 Source::Oxford
2392,strip (remove clothes/a layer),verb,3,C1,,no,Oxford,Oxford,mismatch,3/3 senses failed: word-not-in-source,Audio::Cambridge CEFR::C1 CEFR::oxford idioms Oxford_5000 Source::Oxford
2407,terms,noun,3,B2,B2,yes,Oxford,Oxford,mismatch,2/3 senses failed: sense-text-not-in-source,Audio::Oxford CEFR::B2 CEFR::oxford idioms OPAL_W Oxford_5000 Source::Oxford
2420,thumb,noun,3,B2,B2,yes,Oxford,Oxford,mismatch,1/3 senses failed: sense-text-not-in-source,Audio::Cambridge CEFR::B2 CEFR::oxford idioms Oxford_5000 Source::Oxford
2422,tissue,noun,3,B2,B2,yes,Oxford,Oxford,mismatch,1/3 senses failed: sense-text-not-in-source,Audio::Cambridge CEFR::B2 CEFR::oxford idioms Oxford_5000 Source::Oxford
2459,weird,adjective,3,B2,B2,yes,Oxford,Oxford,mismatch,1/3 senses failed: sense-text-not-in-source,Audio::Cambridge CEFR::B2 CEFR::oxford idioms Oxford_5000 Source::Oxford
2460,wellbeing,noun,1,UNCLASSIFIED,,no,Oxford,Oxford,mismatch,1/1 senses failed: word-not-in-source,Audio::Oxford Oxford_5000 Source::Oxford
2461,wheat,noun,2,B2,B2,yes,Oxford,Oxford,mismatch,1/2 senses failed: sense-text-not-in-source,Audio::Cambridge CEFR::B2 CEFR::oxford idioms Oxford_5000 Source::Oxford
2470,worm,noun,3,B2,B2,yes,Oxford,Oxford,mismatch,1/3 senses failed: sense-text-not-in-source,Audio::Cambridge CEFR::B2 CEFR::oxford idioms Oxford_5000 Source::Oxford
2471,wrist,noun,2,B2,B2,yes,Oxford,Oxford,mismatch,1/2 senses failed: sense-text-not-in-source,Audio::Cambridge CEFR::B2 CEFR::oxford idioms Oxford_5000 Source::Oxford
2474,regulation,noun,1,B2,B2,yes,Oxford,Oxford,mismatch,"1/1 senses failed: cefr-mismatch (deck=B2, source=C1 [per-def], source-badge=B2)",Audio::Cambridge CEFR::B2 CEFR::oxford OPAL_W Oxford_3000 Source::Oxford
2475,contagious,adjective,1,UNCLASSIFIED,,no,Oxford,Oxford,mismatch,"1/1 senses failed: cefr-mismatch (deck=UNCLASSIFIED, source=C1 [per-def])",Audio::Cambridge Source::Oxford
2476,foundation,noun,1,B2,B2,yes,Oxford,Oxford,mismatch,"1/1 senses failed: cefr-mismatch (deck=B2, source=C1 [per-def], source-badge=B2)",Audio::Cambridge CEFR::B2 CEFR::oxford idioms Oxford_5000 Source::Oxford
2477,foundation,noun,1,B2,B2,yes,Oxford,Oxford,mismatch,"1/1 senses failed: cefr-mismatch (deck=B2, source=C2 [per-def], source-badge=B2)",Audio::Cambridge CEFR::B2 CEFR::oxford idioms Oxford_5000 Source::Oxford
2478,subjective,noun,1,UNCLASSIFIED,,no,Oxford,Oxford,mismatch,"1/1 senses failed: cefr-mismatch (deck=UNCLASSIFIED, source=B2 [per-def])",Audio::Cambridge OPAL_W Source::Oxford
2479,suffering,noun,1,B2,B2,yes,Oxford,Oxford,mismatch,"1/1 senses failed: cefr-mismatch (deck=B2, source=C1 [per-def], source-badge=B2)",Audio::Cambridge CEFR::B2 CEFR::oxford Oxford_5000 Source::Oxford
2480,vital,adjective,1,B2,B2,yes,Oxford,Oxford,mismatch,"1/1 senses failed: cefr-mismatch (deck=B2, source=C2 [per-def], source-badge=B2)",Audio::Cambridge CEFR::B2 CEFR::oxford Oxford_3000 Source::Oxford
2481,immature,adjective,1,UNCLASSIFIED,,no,Oxford,Oxford,mismatch,"1/1 senses failed: cefr-mismatch (deck=UNCLASSIFIED, source=B2 [per-def])",Audio::Cambridge Source::Oxford
2482,resources,noun,1,UNCLASSIFIED,,no,Oxford,Oxford,mismatch,1/1 senses failed: word-not-in-source,Audio::Cambridge OPAL_W Source::Oxford
2483,disconnected,verb,3,UNCLASSIFIED,,no,Oxford,Oxford,mismatch,3/3 senses failed: sense-text-not-in-source,Audio::Cambridge CEFR::UNCLASSIFIED Source::Oxford
2484,mutation,noun,1,UNCLASSIFIED,,no,Oxford,Oxford,mismatch,"1/1 senses failed: cefr-mismatch (deck=UNCLASSIFIED, source=C1 [per-def])",Audio::Cambridge Source::Oxford
2486,fatigue,noun,1,UNCLASSIFIED,,no,Oxford,Oxford,mismatch,"1/1 senses failed: cefr-mismatch (deck=UNCLASSIFIED, source=C1 [per-def])",Audio::Cambridge Source::Oxford
2487,domesticated,verb,1,UNCLASSIFIED,,no,Oxford,Oxford,mismatch,"1/1 senses failed: cefr-mismatch (deck=UNCLASSIFIED, source=C1 [per-def])",Audio::Cambridge Source::Oxford
2489,sustainable,adjective,1,B2,B2,yes,Oxford,Oxford,mismatch,"1/1 senses failed: cefr-mismatch (deck=B2, source=C1 [per-def], source-badge=B2)",Audio::Cambridge CEFR::B2 CEFR::oxford Oxford_5000 Source::Oxford
2490,regulations,noun,1,UNCLASSIFIED,,no,Oxford,Oxford,mismatch,1/1 senses failed: word-not-in-source,Audio::Cambridge OPAL_W Source::Oxford
2491,hallucination,noun,1,UNCLASSIFIED,,no,Oxford,Oxford,mismatch,"1/1 senses failed: cefr-mismatch (deck=UNCLASSIFIED, source=C2 [per-def])",Audio::Cambridge Source::Oxford
2492,concentrations,noun,3,UNCLASSIFIED,,no,Oxford,Oxford,mismatch,3/3 senses failed: word-not-in-source,Audio::Cambridge Source::Oxford
2494,hostile,adjective,2,C1,C1,yes,Oxford,Oxford,mismatch,"2/2 senses failed: cefr-mismatch (deck=C1, source=C2 [per-def], source-badge=C1)",Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
2495,invading,verb,2,UNCLASSIFIED,,no,Oxford,Oxford,mismatch,2/2 senses failed: word-not-in-source,Audio::Cambridge Source::Oxford
2496,paradox,noun,1,UNCLASSIFIED,,no,Oxford,Oxford,mismatch,"1/1 senses failed: cefr-mismatch (deck=UNCLASSIFIED, source=C1 [per-def])",Audio::Cambridge Source::Oxford
2497,sustain,verb,2,C1,C1,yes,Oxford,Oxford,mismatch,"2/2 senses failed: cefr-mismatch (deck=C1, source=C2 [per-def], source-badge=C1)",Audio::Cambridge CEFR::C1 CEFR::oxford OPAL_W Oxford_5000 Source::Oxford
2498,eliminated,verb,2,UNCLASSIFIED,,no,Oxford,Oxford,mismatch,2/2 senses failed: word-not-in-source,Audio::Cambridge OPAL_W Source::Oxford
2499,eliminated,verb,1,UNCLASSIFIED,,no,Oxford,Oxford,mismatch,1/1 senses failed: word-not-in-source,Audio::Cambridge OPAL_W Source::Oxford
2500,hospitable,adjective,1,UNCLASSIFIED,,no,Oxford,Oxford,mismatch,"1/1 senses failed: cefr-mismatch (deck=UNCLASSIFIED, source=C1 [per-def])",Audio::Cambridge Source::Oxford
2502,eliminate,verb,2,B2,B2,yes,Oxford,Oxford,mismatch,"2/2 senses failed: cefr-mismatch (deck=B2, source=C1 [per-def], source-badge=B2)",Audio::Cambridge CEFR::B2 CEFR::oxford OPAL_W Oxford_5000 Source::Oxford
2503,embryo,noun,2,UNCLASSIFIED,,no,Oxford,Oxford,mismatch,1/2 senses failed: sense-text-not-in-source,Audio::Cambridge idioms Source::Oxford
2504,distinguish,verb,2,B2,B2,yes,Oxford,Oxford,mismatch,"2/2 senses failed: cefr-mismatch (deck=B2, source=C1 [per-def], source-badge=B2)",Audio::Cambridge CEFR::B2 CEFR::oxford OPAL_W Oxford_5000 Source::Oxford
2505,monitors,verb,2,UNCLASSIFIED,,no,Oxford,Oxford,mismatch,2/2 senses failed: word-not-in-source,Audio::Cambridge Source::Oxford
2506,devour,verb,1,UNCLASSIFIED,,no,Oxford,Oxford,mismatch,"1/1 senses failed: cefr-mismatch (deck=UNCLASSIFIED, source=C1 [per-def])",Audio::Cambridge idioms Source::Oxford
2507,hypothesis,noun,1,B2,B2,yes,Oxford,Oxford,mismatch,"1/1 senses failed: cefr-mismatch (deck=B2, source=C1 [per-def], source-badge=B2)",Audio::Cambridge CEFR::B2 CEFR::oxford OPAL_W Oxford_5000 Source::Oxford
2508,sophisticated,adjective,2,B2,B2,yes,Oxford,Oxford,mismatch,"2/2 senses failed: cefr-mismatch (deck=B2, source=C1 [per-def], source-badge=B2)",Audio::Cambridge CEFR::B2 CEFR::oxford Oxford_5000 Source::Oxford
2510,discipline,noun,1,B2,B2,yes,Oxford,Oxford,mismatch,"1/1 senses failed: cefr-mismatch (deck=B2, source=C1 [per-def], source-badge=B2)",Audio::Cambridge CEFR::B2 CEFR::oxford OPAL_W Oxford_3000 Source::Oxford
2511,validate,verb,1,UNCLASSIFIED,,no,Oxford,Oxford,mismatch,"1/1 senses failed: cefr-mismatch (deck=UNCLASSIFIED, source=C2 [per-def])",Audio::Cambridge OPAL_W Source::Oxford
2513,congruence,noun,1,UNCLASSIFIED,,no,Oxford,Oxford,mismatch,"1/1 senses failed: cefr-mismatch (deck=UNCLASSIFIED, source=C2 [per-def])",Audio::Cambridge Source::Oxford
2514,phenomenon,noun,1,B2,B2,yes,Oxford,Oxford,mismatch,"1/1 senses failed: cefr-mismatch (deck=B2, source=C2 [per-def], source-badge=B2)",Audio::Cambridge CEFR::B2 CEFR::oxford OPAL_W Oxford_3000 Source::Oxford
2516,poised,adjective,1,UNCLASSIFIED,,no,Oxford,Oxford,mismatch,"1/1 senses failed: cefr-mismatch (deck=UNCLASSIFIED, source=C2 [per-def])",Audio::Cambridge Source::Oxford
2518,tension,noun,1,B2,B2,yes,Oxford,Oxford,mismatch,"1/1 senses failed: cefr-mismatch (deck=B2, source=C1 [per-def], source-badge=B2)",Audio::Cambridge CEFR::B2 CEFR::oxford OPAL_W Oxford_5000 Source::Oxford
2519,contract,noun,1,B2,B2,yes,Oxford,Oxford,mismatch,"1/1 senses failed: cefr-mismatch (deck=B2, source=C2 [per-def], source-badge=B2)",Audio::Cambridge CEFR::B2 CEFR::oxford Oxford_3000 Source::Oxford
2520,resistance,noun,3,C1,C1,yes,Oxford,Oxford,mismatch,"3/3 senses failed: cefr-mismatch (deck=C1, source=C2 [per-def], source-badge=C1)",Audio::Cambridge CEFR::C1 CEFR::oxford idioms OPAL_W Oxford_5000 Source::Oxford
2521,stimulate,verb,1,B2,B2,yes,Oxford,Oxford,mismatch,"1/1 senses failed: cefr-mismatch (deck=B2, source=C1 [per-def], source-badge=B2)",Audio::Cambridge CEFR::B2 CEFR::oxford OPAL_W Oxford_5000 Source::Oxford
2522,mechanism,noun,2,B2,B2,yes,Oxford,Oxford,mismatch,"2/2 senses failed: cefr-mismatch (deck=B2, source=C1 [per-def], source-badge=B2)",Audio::Cambridge CEFR::B2 CEFR::oxford OPAL_W Oxford_5000 Source::Oxford
2523,leverage,verb,1,UNCLASSIFIED,,no,Oxford,Oxford,mismatch,"1/1 senses failed: cefr-mismatch (deck=UNCLASSIFIED, source=C2 [per-def])",Audio::Cambridge Source::Oxford
2525,deception,noun,1,UNCLASSIFIED,,no,Oxford,Oxford,mismatch,"1/1 senses failed: cefr-mismatch (deck=UNCLASSIFIED, source=C1 [per-def])",Audio::Cambridge Source::Oxford
2527,assumption,noun,1,B2,B2,yes,Oxford,Oxford,mismatch,"1/1 senses failed: cefr-mismatch (deck=B2, source=C1 [per-def], source-badge=B2)",Audio::Cambridge CEFR::B2 CEFR::oxford OPAL_W Oxford_5000 Source::Oxford
2528,dominant,adjective,1,B2,B2,yes,Oxford,Oxford,mismatch,"1/1 senses failed: cefr-mismatch (deck=B2, source=C2 [per-def], source-badge=B2)",Audio::Cambridge CEFR::B2 CEFR::oxford OPAL_W Oxford_5000 Source::Oxford
2529,handicap,noun,2,UNCLASSIFIED,,no,Oxford,Oxford,mismatch,"2/2 senses failed: cefr-mismatch (deck=UNCLASSIFIED, source=C2 [per-def])",Audio::Cambridge Source::Oxford
2530,exhibit,noun|verb,1,B2,B2,yes,Oxford,Oxford,mismatch,"1/1 senses failed: cefr-mismatch (deck=B2, source=C2 [per-def], source-badge=B2); no-per-sense-pos-in-deck; flat-matched",Audio::Cambridge CEFR::B2 CEFR::oxford Oxford_5000 Source::Oxford
2531,bias,noun,1,B2,B2,yes,Oxford,Oxford,mismatch,"1/1 senses failed: cefr-mismatch (deck=B2, source=C1 [per-def], source-badge=B2)",Audio::Cambridge CEFR::B2 CEFR::oxford OPAL_W Oxford_5000 Source::Oxford
2532,proportions,noun,2,UNCLASSIFIED,,no,Oxford,Oxford,mismatch,2/2 senses failed: word-not-in-source,Audio::EdgeTTS CEFR::UNCLASSIFIED idioms OPAL_W Source::Oxford
2533,proportions,noun,3,UNCLASSIFIED,,no,Oxford,Oxford,mismatch,3/3 senses failed: word-not-in-source,Audio::EdgeTTS CEFR::UNCLASSIFIED idioms OPAL_W Source::Oxford
2536,agile,adjective,3,UNCLASSIFIED,,no,Oxford,Oxford,mismatch,"3/3 senses failed: cefr-mismatch (deck=UNCLASSIFIED, source=C2 [per-def])",Audio::Cambridge Source::Oxford
2537,consistent,adjective,2,B2,B2,yes,Oxford,Oxford,mismatch,"2/2 senses failed: cefr-mismatch (deck=B2, source=C1 [per-def], source-badge=B2)",Audio::Cambridge CEFR::B2 CEFR::oxford OPAL_W Oxford_3000 Source::Oxford
2538,sanctuary,noun,1,UNCLASSIFIED,,no,Oxford,Oxford,mismatch,"1/1 senses failed: cefr-mismatch (deck=UNCLASSIFIED, source=C1 [per-def])",Audio::Cambridge Source::Oxford
2539,sanctuary,noun,1,UNCLASSIFIED,,no,Oxford,Oxford,mismatch,"1/1 senses failed: cefr-mismatch (deck=UNCLASSIFIED, source=C2 [per-def])",Audio::Cambridge Source::Oxford
2540,restorative,adjective,1,UNCLASSIFIED,,no,Oxford,Oxford,mismatch,"1/1 senses failed: cefr-mismatch (deck=UNCLASSIFIED, source=C2 [per-def])",Audio::Cambridge Source::Oxford
2541,stacked,verb,1,UNCLASSIFIED,,no,Oxford,Oxford,mismatch,1/1 senses failed: sense-text-not-in-source,Audio::Cambridge idioms Source::Oxford
2542,perception,noun,2,B2,B2,yes,Oxford,Oxford,mismatch,"2/2 senses failed: cefr-mismatch (deck=B2, source=C1 [per-def], source-badge=B2)",Audio::Cambridge CEFR::B2 CEFR::oxford OPAL_W Oxford_5000 Source::Oxford
2543,reinforce,verb,1,B2,B2,yes,Oxford,Oxford,mismatch,"1/1 senses failed: cefr-mismatch (deck=B2, source=C1 [per-def], source-badge=B2)",Audio::Cambridge CEFR::B2 CEFR::oxford OPAL_W Oxford_5000 Source::Oxford
2544,pathways,noun,1,UNCLASSIFIED,,no,Oxford,Oxford,mismatch,1/1 senses failed: word-not-in-source,Audio::Cambridge CEFR::UNCLASSIFIED Source::Oxford
2548,anxiety,noun,1,B2,B2,yes,Oxford,Oxford,mismatch,"1/1 senses failed: cefr-mismatch (deck=B2, source=C1 [per-def], source-badge=B2)",Audio::Cambridge CEFR::B2 CEFR::oxford OPAL_W Oxford_5000 Source::Oxford
2549,standards,noun,1,UNCLASSIFIED,,no,Oxford,Oxford,mismatch,1/1 senses failed: word-not-in-source,Audio::Cambridge OPAL_W Source::Oxford
2550,standards,noun,1,UNCLASSIFIED,,no,Oxford,Oxford,mismatch,1/1 senses failed: word-not-in-source,Audio::Cambridge OPAL_W Source::Oxford
2551,standards,noun,2,UNCLASSIFIED,,no,Oxford,Oxford,mismatch,2/2 senses failed: word-not-in-source,Audio::Cambridge OPAL_W Source::Oxford
2552,cascade,noun,1,UNCLASSIFIED,,no,Oxford,Oxford,mismatch,"1/1 senses failed: cefr-mismatch (deck=UNCLASSIFIED, source=C2 [per-def])",Audio::Cambridge Source::Oxford
2553,byproducts,noun,1,UNCLASSIFIED,,no,Oxford,Oxford,mismatch,1/1 senses failed: word-not-in-source,Audio::EdgeTTS CEFR::UNCLASSIFIED Source::Oxford
2554,engage,verb,1,B2,B2,yes,Oxford,Oxford,mismatch,"1/1 senses failed: cefr-mismatch (deck=B2, source=C2 [per-def], source-badge=B2)",Audio::Cambridge CEFR::B2 CEFR::oxford OPAL_W Oxford_3000 Source::Oxford
2555,bond,noun,1,B2,B2,yes,Oxford,Oxford,mismatch,"1/1 senses failed: cefr-mismatch (deck=B2, source=C1 [per-def], source-badge=B2)",Audio::Cambridge CEFR::B2 CEFR::oxford idioms Oxford_3000 Source::Oxford
2556,bond,noun,3,B2,B2,yes,Oxford,Oxford,mismatch,"3/3 senses failed: cefr-mismatch (deck=B2, source=C2 [per-def], source-badge=B2)",Audio::Cambridge CEFR::B2 CEFR::oxford idioms Oxford_3000 Source::Oxford
2557,sync,noun,2,UNCLASSIFIED,,no,Oxford,Oxford,mismatch,2/2 senses failed: sense-text-not-in-source,Audio::Cambridge idioms Source::Oxford
2558,extends,verb,3,UNCLASSIFIED,,no,Oxford,Oxford,mismatch,3/3 senses failed: word-not-in-source,Audio::Cambridge OPAL_W Source::Oxford
2559,inherited,adjective,1,UNCLASSIFIED,,no,Oxford,Oxford,mismatch,1/1 senses failed: word-not-in-source,Audio::EdgeTTS CEFR::UNCLASSIFIED Source::Oxford
2560,pigment,noun,1,UNCLASSIFIED,,no,Oxford,Oxford,mismatch,"1/1 senses failed: cefr-mismatch (deck=UNCLASSIFIED, source=C2 [per-def])",Audio::Cambridge Source::Oxford
2561,toxicity,noun,1,UNCLASSIFIED,,no,Oxford,Oxford,mismatch,"1/1 senses failed: cefr-mismatch (deck=UNCLASSIFIED, source=C2 [per-def])",Audio::Cambridge Source::Oxford
2562,meandering,verb,1,UNCLASSIFIED,,no,Oxford,Oxford,mismatch,1/1 senses failed: word-not-in-source,Audio::Cambridge CEFR::UNCLASSIFIED Source::Oxford
2563,advocate,noun,1,C1,C1,yes,Oxford,Oxford,mismatch,"1/1 senses failed: cefr-mismatch (deck=C1, source=C2 [per-def], source-badge=C1)",Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
2564,contaminate,verb,1,UNCLASSIFIED,,no,Oxford,Oxford,mismatch,"1/1 senses failed: cefr-mismatch (deck=UNCLASSIFIED, source=C1 [per-def])",Audio::Cambridge Source::Oxford
2566,labor,noun,1,UNCLASSIFIED,B2,no,Oxford,Oxford,mismatch,"1/1 senses failed: cefr-mismatch (deck=UNCLASSIFIED, source=C2 [per-def], source-badge=B2)",Audio::Cambridge idioms Source::Oxford
2567,labor,noun,2,UNCLASSIFIED,B2,no,Oxford,Oxford,mismatch,"2/2 senses failed: cefr-mismatch (deck=UNCLASSIFIED, source=B2 [oxford-badge]); sense-text-not-in-source",Audio::Cambridge idioms Source::Oxford
2568,extension,noun,3,B2,B2,yes,Oxford,Oxford,mismatch,"3/3 senses failed: cefr-mismatch (deck=B2, source=C1 [per-def], source-badge=B2)",Audio::Cambridge CEFR::B2 CEFR::oxford idioms OPAL_W Oxford_5000 Source::Oxford
2569,extension,noun,2,B2,B2,yes,Oxford,Oxford,mismatch,"2/2 senses failed: cefr-mismatch (deck=B2, source=C2 [per-def], source-badge=B2)",Audio::Cambridge CEFR::B2 CEFR::oxford idioms OPAL_W Oxford_5000 Source::Oxford
2570,billions,noun,1,UNCLASSIFIED,,no,Oxford,Oxford,mismatch,1/1 senses failed: word-not-in-source,Audio::Cambridge Source::Oxford
2571,navigate,verb,2,UNCLASSIFIED,,no,Oxford,Oxford,mismatch,"2/2 senses failed: cefr-mismatch (deck=UNCLASSIFIED, source=B2 [per-def])",Audio::Cambridge Source::Oxford
2572,navigate,verb,1,UNCLASSIFIED,,no,Oxford,Oxford,mismatch,"1/1 senses failed: cefr-mismatch (deck=UNCLASSIFIED, source=C1 [per-def])",Audio::Cambridge Source::Oxford
2573,springboard,noun,1,UNCLASSIFIED,,no,Oxford,Oxford,mismatch,"1/1 senses failed: cefr-mismatch (deck=UNCLASSIFIED, source=C2 [per-def])",Audio::Cambridge Source::Oxford
2574,timeline,noun,1,UNCLASSIFIED,,no,Oxford,Oxford,mismatch,"1/1 senses failed: cefr-mismatch (deck=UNCLASSIFIED, source=B2 [per-def])",Audio::Cambridge Source::Oxford
2575,grace,noun,2,C1,C1,yes,Oxford,Oxford,mismatch,"2/2 senses failed: cefr-mismatch (deck=C1, source=C2 [per-def], source-badge=C1)",Audio::Cambridge CEFR::C1 CEFR::oxford idioms Oxford_5000 Source::Oxford
2576,breach,noun|verb,1,C1,C1,yes,Oxford,Oxford,mismatch,"1/1 senses failed: cefr-mismatch (deck=C1, source=C2 [per-def], source-badge=C1); no-per-sense-pos-in-deck; flat-matched",Audio::Cambridge CEFR::C1 CEFR::oxford idioms Oxford_5000 Source::Oxford
2579,scramble,verb,1,UNCLASSIFIED,,no,Oxford,Oxford,mismatch,"1/1 senses failed: cefr-mismatch (deck=UNCLASSIFIED, source=C2 [per-def])",Audio::Cambridge Source::Oxford
2580,diminishing,adjective,1,UNCLASSIFIED,,no,Oxford,Oxford,mismatch,1/1 senses failed: word-not-in-source,Audio::Cambridge idioms Source::Oxford
2581,imply,verb,1,B2,B2,yes,Oxford,Oxford,mismatch,"1/1 senses failed: cefr-mismatch (deck=B2, source=C2 [per-def], source-badge=B2)",Audio::Cambridge CEFR::B2 CEFR::oxford OPAL_W Oxford_3000 Source::Oxford
2582,heel,noun,1,B2,B2,yes,Oxford,Oxford,mismatch,1/1 senses failed: sense-text-not-in-source,Audio::Cambridge CEFR::B2 CEFR::oxford idioms Oxford_3000 Source::Oxford
2583,nerve,noun,1,B2,B2,yes,Oxford,Oxford,mismatch,"1/1 senses failed: cefr-mismatch (deck=B2, source=C2 [per-def], source-badge=B2)",Audio::Cambridge CEFR::B2 CEFR::oxford idioms Oxford_3000 Source::Oxford
2584,pile,noun|verb,1,B2,B2,yes,Oxford,Oxford,mismatch,"1/1 senses failed: cefr-mismatch (deck=B2, source=C2 [per-def], source-badge=B2); no-per-sense-pos-in-deck; flat-matched",Audio::Cambridge CEFR::B2 CEFR::oxford idioms Oxford_3000 Source::Oxford
2585,pitch,noun,1,B2,B2,yes,Oxford,Oxford,mismatch,"1/1 senses failed: cefr-mismatch (deck=B2, source=C1 [per-def], source-badge=B2)",Audio::Cambridge CEFR::B2 CEFR::oxford idioms Oxford_3000 Source::Oxford
2586,pitch,noun,1,B2,B2,yes,Oxford,Oxford,mismatch,"1/1 senses failed: cefr-mismatch (deck=B2, source=C2 [per-def], source-badge=B2)",Audio::Cambridge CEFR::B2 CEFR::oxford idioms Oxford_3000 Source::Oxford
2587,pupil,noun,1,B2,B2,yes,Oxford,Oxford,mismatch,"1/1 senses failed: cefr-mismatch (deck=B2, source=C2 [per-def], source-badge=B2)",Audio::Cambridge CEFR::B2 CEFR::oxford Oxford_3000 Source::Oxford
2588,shifting,adjective,1,UNCLASSIFIED,,no,Oxford,Oxford,mismatch,1/1 senses failed: word-not-in-source,Audio::Cambridge CEFR::UNCLASSIFIED OPAL_W Source::Oxford
2589,shifting,adjective,1,UNCLASSIFIED,,no,Oxford,Oxford,mismatch,1/1 senses failed: word-not-in-source,Audio::Cambridge CEFR::UNCLASSIFIED OPAL_W Source::Oxford
2590,shifting,adjective,2,UNCLASSIFIED,,no,Oxford,Oxford,mismatch,2/2 senses failed: word-not-in-source,Audio::Cambridge CEFR::UNCLASSIFIED OPAL_W Source::Oxford
2591,comprehensive,adjective,1,B2,B2,yes,Oxford,Oxford,mismatch,"1/1 senses failed: cefr-mismatch (deck=B2, source=C2 [per-def], source-badge=B2)",Audio::Cambridge CEFR::B2 CEFR::oxford OPAL_W Oxford_5000 Source::Oxford
2592,assure,verb,2,B2,B2,yes,Oxford,Oxford,mismatch,"2/2 senses failed: cefr-mismatch (deck=B2, source=C1 [per-def], source-badge=B2)",Audio::Cambridge CEFR::B2 CEFR::oxford Oxford_5000 Source::Oxford
2593,erupt,verb,1,B2,B2,yes,Oxford,Oxford,mismatch,"1/1 senses failed: cefr-mismatch (deck=B2, source=C1 [per-def], source-badge=B2)",Audio::Cambridge CEFR::B2 CEFR::oxford Oxford_5000 Source::Oxford
2594,exceed,verb,1,B2,B2,yes,Oxford,Oxford,mismatch,"1/1 senses failed: cefr-mismatch (deck=B2, source=C1 [per-def], source-badge=B2)",Audio::Cambridge CEFR::B2 CEFR::oxford OPAL_W Oxford_5000 Source::Oxford
2595,goodness,noun,1,B2,B2,yes,Oxford,Oxford,mismatch,"1/1 senses failed: cefr-mismatch (deck=B2, source=C1 [per-def], source-badge=B2)",Audio::Cambridge CEFR::B2 CEFR::oxford idioms Oxford_5000 Source::Oxford
2596,governor,noun,2,B2,B2,yes,Oxford,Oxford,mismatch,"2/2 senses failed: cefr-mismatch (deck=B2, source=C1 [per-def], source-badge=B2)",Audio::Cambridge CEFR::B2 CEFR::oxford Oxford_5000 Source::Oxford
2597,exploit,verb,2,B2,B2,yes,Oxford,Oxford,mismatch,"2/2 senses failed: cefr-mismatch (deck=B2, source=C1 [per-def], source-badge=B2)",Audio::Cambridge CEFR::B2 CEFR::oxford OPAL_W Oxford_5000 Source::Oxford
2598,integrate,verb,1,B2,B2,yes,Oxford,Oxford,mismatch,"1/1 senses failed: cefr-mismatch (deck=B2, source=C1 [per-def], source-badge=B2)",Audio::Cambridge CEFR::B2 CEFR::oxford OPAL_W Oxford_5000 Source::Oxford
2599,index,noun,2,B2,B2,yes,Oxford,Oxford,mismatch,"2/2 senses failed: cefr-mismatch (deck=B2, source=C1 [per-def], source-badge=B2)",Audio::Cambridge CEFR::B2 CEFR::oxford OPAL_W Oxford_5000 Source::Oxford
2600,index,noun,1,B2,B2,yes,Oxford,Oxford,mismatch,"1/1 senses failed: cefr-mismatch (deck=B2, source=C2 [per-def], source-badge=B2)",Audio::Cambridge CEFR::B2 CEFR::oxford OPAL_W Oxford_5000 Source::Oxford
2601,inspector,noun,1,B2,B2,yes,Oxford,Oxford,mismatch,"1/1 senses failed: cefr-mismatch (deck=B2, source=C1 [per-def], source-badge=B2)",Audio::Cambridge CEFR::B2 CEFR::oxford Oxford_5000 Source::Oxford
