line_no,word,pos_list,n_senses,declared_cefr,source_oxford_badge,badge_match,src_cambridge_flag,src_oxford_flag,card_status,card_reason,tags
1266,ironically,adverb,2,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
1267,irony,noun,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
1268,irrational,adjective,1,UNCLASSIFIED,,no,Oxford,Oxford,match,,Source::Oxford CEFR::UNCLASSIFIED CEFR::oxford
1269,irrelevant,adjective,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000 OPAL_W
1270,irreversible,adjective,1,UNCLASSIFIED,,no,Oxford,Oxford,match,,Source::Oxford CEFR::UNCLASSIFIED CEFR::oxford
1271,irreversibly,adverb,1,UNCLASSIFIED,,no,Oxford,Oxford,match,,Source::Oxford CEFR::UNCLASSIFIED CEFR::oxford
1272,isolate,verb,1,B2,B2,yes,Oxford,AWL,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000
1273,isolated,adjective,1,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000 OPAL_W
1274,isolation,noun,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000 OPAL_W idioms
1275,jail,noun|verb,2,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000
1276,jet,noun,1,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000
1277,joint,adjective|noun,2,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000 idioms
1278,journalism,noun,1,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000
1279,judicial,adjective,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
1280,junction,noun,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
1281,jurisdiction,noun,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
1282,jury,noun,1,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000 idioms
1283,just,adjective,2,C1,A1,no,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000 idioms
1284,justification,noun,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000 OPAL_W idioms
1285,kidnap,verb,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
1286,kidney,noun,2,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
1287,kingdom,noun,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000 idioms
1288,kit,noun,3,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000 idioms
1289,labor,noun,2,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford idioms
1290,labor,noun,1,C2,B2,no,Oxford,Oxford,match,,Source::Oxford CEFR::C2 CEFR::oxford idioms
1291,labor,noun,2,UNCLASSIFIED,B2,no,Oxford,Oxford,mismatch,"2/2 senses failed: cefr-mismatch (deck=UNCLASSIFIED, source=B2 [per-def])",Source::Oxford CEFR::UNCLASSIFIED CEFR::oxford idioms
1292,lad,noun,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
1293,ladder,noun,2,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000
1294,landing,noun,1,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000
1295,landlord,noun,2,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
1296,landmark,noun,2,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
1297,lane,noun,3,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000 idioms
1298,lap,noun,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000 idioms
1299,large-scale,adjective,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
1300,laser,noun,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
1301,lately,adverb,1,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000
1302,latter,adjective|noun,3,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
1303,lawn,noun,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
1304,lawsuit,noun,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
1305,layout,noun,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
1306,leaflet,noun,1,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000
1307,leak,noun|verb,3,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000 idioms
1308,lean,verb,1,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_3000 idioms
1309,leap,noun|verb,3,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000 idioms
1310,legacy,noun,2,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
1311,legend,noun,1,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000
1312,legendary,adjective,2,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
1313,legislate,verb,1,UNCLASSIFIED,,no,Oxford,AWL,match,,Source::Oxford CEFR::UNCLASSIFIED CEFR::oxford
1314,legislation,noun,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
1315,legislative,adjective,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
1316,legislature,noun,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
1317,legitimate,adjective,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
1318,lengthy,adjective,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
1319,lens,noun,3,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000
1320,lesbian,adjective,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
1321,lesser,adjective,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000 idioms
1322,lethal,adjective,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
1323,leverage,verb,1,C2,,no,Oxford,Oxford,match,,Source::Oxford CEFR::C2 CEFR::oxford
1324,leverage,verb,1,UNCLASSIFIED,,no,Oxford,Oxford,mismatch,"1/1 senses failed: cefr-mismatch (deck=UNCLASSIFIED, source=C2 [per-def])",Source::Oxford CEFR::UNCLASSIFIED CEFR::oxford
1325,levity,noun,1,UNCLASSIFIED,,no,Oxford,Oxford,match,,Source::Oxford CEFR::UNCLASSIFIED CEFR::oxford
1326,levy,noun|verb,2,UNCLASSIFIED,,no,Oxford,AWL,match,,Source::Oxford CEFR::UNCLASSIFIED CEFR::oxford
1327,liable,adjective,2,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
1328,liberal,adjective|noun,3,C1,C1,yes,Oxford,AWL,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
1329,liberation,noun,2,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
1330,liberty,noun,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000 idioms
1331,license,verb,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000 idioms
1332,lifelong,adjective,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
1333,lifetime,noun,1,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000 idioms
1334,lighting,noun,1,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000
1335,likelihood,noun,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
1336,likewise,adverb,1,B2,B2,yes,Oxford,AWL,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000
1337,limb,noun,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000 idioms
1338,limitation,noun,3,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000 OPAL_W
1339,line-up,noun,2,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
1340,lineage,noun,1,UNCLASSIFIED,,no,Oxford,Oxford,match,,Source::Oxford CEFR::UNCLASSIFIED CEFR::oxford
1341,linear,adjective,2,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
1342,linger,verb,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
1343,listing,noun,2,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
1344,literacy,noun,2,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
1345,literally,adverb,1,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000
1346,literary,adjective,1,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000
1347,litre,noun,1,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000
1348,litter,noun,1,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000
1349,liver,noun,2,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
1350,lobby,noun|verb,3,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
1351,log,noun|verb,3,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000 idioms
1352,logic,noun,3,C1,C1,yes,Oxford,AWL,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000 OPAL_W
1353,logo,noun,1,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000
1354,long-standing,adjective,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
1355,long-time,adjective,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
1356,longevity,noun,1,UNCLASSIFIED,,no,Oxford,Oxford,match,,Source::Oxford CEFR::UNCLASSIFIED CEFR::oxford
1357,loom,verb,2,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000 idioms
1358,loop,noun,1,C1,C1,yes,Oxford,Oxford,mismatch,1/1 senses failed: sense-text-not-in-source,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000 idioms
1359,lottery,noun,2,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000
1360,loyal,adjective,1,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000
1361,loyalty,noun,1,C1,C1,yes,Oxford,Oxford,mismatch,1/1 senses failed: sense-text-not-in-source,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
1362,lush,adjective,1,C1,,no,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford
1363,lush,adjective,1,UNCLASSIFIED,,no,Oxford,Oxford,mismatch,"1/1 senses failed: cefr-mismatch (deck=UNCLASSIFIED, source=C1 [per-def])",Source::Oxford CEFR::UNCLASSIFIED CEFR::oxford
1364,lyric,noun,1,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000
1365,machinery,noun,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
1366,magical,adjective,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
1367,magistrate,noun,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
1368,magnetic,adjective,2,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
1369,magnificent,adjective,1,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000
1370,magnitude,noun,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
1371,mainland,adjective,1,UNCLASSIFIED,,no,Oxford,Oxford,match,,Source::Oxford CEFR::UNCLASSIFIED CEFR::oxford
1372,mainstream,adjective|noun,2,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
1373,maintenance,noun,2,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
1374,majestic,adjective,1,UNCLASSIFIED,,no,Oxford,Oxford,match,,Source::Oxford CEFR::UNCLASSIFIED CEFR::oxford
1375,majority,noun,3,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_3000 OPAL_W
1376,make-up,noun,1,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000
1377,making,noun,1,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000 idioms
1378,malleability,noun,2,UNCLASSIFIED,,no,Oxford,Oxford,match,,Source::Oxford CEFR::UNCLASSIFIED CEFR::oxford
1379,manageable,adjective,1,UNCLASSIFIED,,no,Oxford,Oxford,match,,Source::Oxford CEFR::UNCLASSIFIED CEFR::oxford
1380,mandate,noun,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
1381,mandatory,adjective,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
1382,manifest,verb,2,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
1383,manipulate,verb,1,C1,C1,yes,Oxford,AWL,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
1384,manipulation,noun,2,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
1385,manual,noun,1,C2,,no,Oxford,AWL,match,,Source::Oxford CEFR::C2 CEFR::oxford idioms
1386,manual,noun,1,UNCLASSIFIED,,no,Oxford,Oxford,mismatch,"1/1 senses failed: cefr-mismatch (deck=UNCLASSIFIED, source=C2 [per-def])",Source::Oxford CEFR::UNCLASSIFIED CEFR::oxford idioms
1387,manufacture,verb,1,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000
1388,manufacturing,noun,1,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000
1389,manuscript,noun,2,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
1390,marathon,noun,1,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000
1391,march,noun|verb,3,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000 idioms
1392,margin,noun,1,B2,B2,yes,Oxford,AWL,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000 OPAL_W
1393,marginal,adjective,2,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
1394,marine,adjective,2,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
1395,marker,noun,3,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000 idioms
1396,marketplace,noun,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
1397,martial,adjective,1,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000
1398,mask,noun,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
1399,massacre,noun,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
1400,mate,noun|verb,3,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000
1401,mathematical,adjective,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
1402,mature,adjective|verb,2,C1,C1,yes,Oxford,AWL,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000 idioms
1403,maximize,verb,2,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000 OPAL_W
1404,mayor,noun,1,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000
1405,meander,verb,1,C2,,no,Oxford,Oxford,match,,Source::Oxford CEFR::C2 CEFR::oxford
1406,meaningful,adjective,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000 OPAL_W
1407,meantime,adverb,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford idioms
1408,mechanic,noun,1,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000
1409,mechanical,adjective,2,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000
1410,mechanism,noun,1,B2,B2,yes,Oxford,AWL,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000 OPAL_W
1411,medal,noun,1,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000 idioms
1412,mediate,verb,2,C2,,no,Oxford,AWL,match,,Source::Oxford CEFR::C2 CEFR::oxford OPAL_W
1413,mediate,verb,2,UNCLASSIFIED,,no,Oxford,Oxford,mismatch,"2/2 senses failed: cefr-mismatch (deck=UNCLASSIFIED, source=C2 [per-def])",Source::Oxford CEFR::UNCLASSIFIED CEFR::oxford OPAL_W
1414,medication,noun,1,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000
1415,medieval,adjective,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
1416,mediocre,adjective,1,UNCLASSIFIED,,no,Oxford,Oxford,match,,Source::Oxford CEFR::UNCLASSIFIED CEFR::oxford
1417,meditation,noun,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
1418,melody,noun,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
1419,membership,noun,1,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000
1420,memo,noun,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
1421,memoir,noun,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
1422,memorable,adjective,1,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000
1423,memorial,noun,1,C1,C1,yes,Oxford,Oxford,mismatch,1/1 senses failed: sense-text-not-in-source,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
1424,mentor,noun,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
1425,merchant,noun,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000 idioms
1426,mercy,noun,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000 idioms
1427,mere,adjective,2,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
1428,merely,adverb,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
1429,merge,verb,2,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000 idioms
1430,merger,noun,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
1431,merit,noun,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
1432,metabolism,noun,1,UNCLASSIFIED,,no,Oxford,Oxford,match,,Source::Oxford CEFR::UNCLASSIFIED CEFR::oxford
1433,metaphor,noun,1,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000
1434,methodology,noun,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000 OPAL_W
1435,microscopic,adjective,2,UNCLASSIFIED,,no,Oxford,Oxford,match,,Source::Oxford CEFR::UNCLASSIFIED CEFR::oxford
1436,midst,noun,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000 idioms
1437,migrate,verb,1,B2,,no,Oxford,AWL,match,,Source::Oxford CEFR::B2 CEFR::oxford OPAL_W
1438,migrate,verb,1,C1,,no,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford OPAL_W
1439,migrate,verb,1,UNCLASSIFIED,,no,Oxford,Oxford,mismatch,"1/1 senses failed: cefr-mismatch (deck=UNCLASSIFIED, source=B2 [per-def])",Source::Oxford CEFR::UNCLASSIFIED CEFR::oxford OPAL_W
1440,migration,noun,2,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000 OPAL_W
1441,militant,adjective|noun,2,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
1442,militia,noun,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
1443,mill,noun,2,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000 idioms
1444,mimic,verb,1,UNCLASSIFIED,,no,Oxford,Oxford,match,,Source::Oxford CEFR::UNCLASSIFIED CEFR::oxford
1445,miner,noun,1,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000
1446,minimal,adjective,1,C1,C1,yes,Oxford,AWL,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000 OPAL_W
1447,minimize,verb,2,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000 OPAL_W
1448,mining,noun,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
1449,ministry,noun,1,C1,C1,yes,Oxford,AWL,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
1450,minute,adjective,2,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
1451,miracle,noun,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000 idioms
1452,mirror,noun,1,A2,A2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::A2 CEFR::oxford Oxford_3000 idioms
1453,misconception,noun,1,UNCLASSIFIED,,no,Oxford,Oxford,match,,Source::Oxford CEFR::UNCLASSIFIED CEFR::oxford
1454,miserable,adjective,1,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000
1455,misery,noun,3,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000 idioms
1456,misinformation,noun,1,UNCLASSIFIED,,no,Oxford,Oxford,match,,Source::Oxford CEFR::UNCLASSIFIED CEFR::oxford
1457,misleading,adjective,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
1458,missile,noun,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
1459,mitten,noun,1,UNCLASSIFIED,,no,Oxford,Oxford,match,,Source::Oxford CEFR::UNCLASSIFIED CEFR::oxford
1460,mob,noun,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000 idioms
1461,mobility,noun,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000 OPAL_W
1462,mobilize,verb,1,C1,C1,yes,Oxford,Oxford,mismatch,1/1 senses failed: sense-text-not-in-source,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000 OPAL_W
1463,mode,noun,1,B2,B2,yes,Oxford,AWL,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000 OPAL_W
1464,moderate,adjective,1,C1,C1,yes,Oxford,Oxford,mismatch,1/1 senses failed: sense-text-not-in-source,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
1465,modest,adjective,2,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000
1466,modification,noun,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
1467,momentum,noun,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
